"site","T","Y","X","treat","ID","TAG","date","status","c1","c2","ch","old.notes","date2","Spring.Status","Spring.Notes","herbivory"
"J","4","35","0.5","remove","639","639","41575","0","","","","Eaten","41774","0","no lvs",""
"J","4","37","-0.5","remove","438","438","41575","1","1","1","3","","41774","1","",""
"J","4","37","0.5","control","439","439","41575","1","4","4","8","","41774","1","",""
"J","4","47","-0.5","control","440","440","41575","1","3","3","6","","41774","1","",""
"J","4","47","0.5","remove","441","441","41575","0","","","","Eaten","41774","0","",""
"J","4","55","-0.5","remove","642","642","41575","0","","","","Eaten","41774","0","",""
"J","4","55","0.5","control","643","643","41575","1","3","3","6","","41774","1","",""
"J","4","57","-0.5","control","442","442","41575","0","","","","Eaten","41774","0","",""
"J","4","57","0.5","remove","443","443","41575","1","3","2","5","","41774","1","",""
"J","4","65","-0.5","control","644","644","41575","1","2","2","4","","41774","1","",""
"J","4","67","-0.5","control","444","444","41575","1","2","2","5","","41774","1","",""
"J","4","67","0.5","remove","445","445","41575","1","3","2","5","","41774","1","",""
"J","4","75","-0.5","remove","646","735","41575","0","","","","Eaten","41774","0","change tag",""
"J","4","75","0.5","control","647","647","41575","1","1","1","3","","41774","1","",""
"J","4","77","-0.5","control","446","446","41575","1","4","3","6","","41774","1","",""
"J","4","77","0.5","remove","447","447","41575","1","2","1","6","","41774","1","resprouting ",""
"J","4","85","-0.5","remove","648","648","41575","1","3","2","3","","41774","1","",""
"J","4","85","0.5","control","649","649","41575","1","4","2","5","","41774","1","changed status from 0 to 1 because it was recorded alive on 5-22-14",""
"J","4","87","-0.5","remove","448","448","41575","0","","","","Eaten","41774","0","",""
"J","4","87","0.5","control","449","449","41575","0","","","","Eaten","41774","0","",""
"K","3","0","2.8","control","282","282","41573","1","2","3","4","","41773","1","",""
"K","3","1.7","2","control","283","283","41573","1","1","2","3","","41773","1","",""
"K","3","2.3","2.3","remove","284","284","41573","0","","","","","41773","NA","",""
"K","3","4.3","2.5","remove","285","285","41573","1","3","3","5","","41773","1","",""
"K","3","7.1","-1.3","remove","286","286","41573","1","2","3","5","","41773","1","",""
"K","3","9","1.5","control","287","287","41573","1","3","4","4","","41773","1","",""
"K","3","14.1","-0.6","remove","289","289","41573","1","2","1","5","","41773","1","",""
"K","3","14.4","0.1","remove","288","288","41573","0","","","","LT","41773","0","",""
"K","3","36.5","-1.2","control","291","291","41573","1","3","3","4","","41773","1","",""
"K","3","39.4","-2.2","remove","294","294","41573","1","3","3","3","","41773","1","removal ineffective",""
"K","3","40.1","-1.1","remove","293","293","41573","1","6","6","8","","41773","1","",""
"K","3","48","-2.9","control","295","295","41573","1","4","5","8","","41773","1","",""
"K","3","53.9","-3.6","control","296","296","41573","1","1","1","4","","41773","1","",""
"K","3","59.3","1.8","remove","297","297","41573","1","3","3","8","","41773","1","",""
"K","3","60.3","-3.4","remove","298","298","41573","1","2","1","5","","41773","1","",""
"K","3","61.8","-4","control","299","299","41573","1","2","2","4","","41773","1","",""
"K","3","92.3","-0.6","control","300","300","41573","1","3","2","7","","41773","1","",""
"K","3","94.3","-1.2","control","301","301","41573","1","3","2","6","","41773","1","",""
"K","3","95.6","-1.4","control","302","302","41573","1","2","2","6","","41773","1","",""
"K","3","95.8","0.8","control","303","303","41573","1","4","4","6","","41773","1","",""
"K","2","6.5","1.4","remove","304","304","41573","1","29","11","21","","41773","1","removal ineffective",""
"K","2","12.8","1.4","control","305","305","41573","1","93","101","55","","41773","1","",""
"K","2","17.8","1.1","control","306","306","41573","1","17","13","22","","41773","1","",""
"K","2","24.1","1.6","control","307","307","41573","1","42","40","29","","41773","1","",""
"K","2","30.4","1.9","remove","308","308","41573","1","9","6","13","","41773","1","",""
"K","2","36.3","2.1","control","309","309","41573","1","50","64","33","","41773","1","",""
"K","2","41.2","2.4","control","310","310","41573","1","32","23","25","sterile inflorescences","41773","1","",""
"K","2","48.3","1.3","remove","311","311","41573","1","53","17","42","","41773","1","",""
"K","2","54.7","1.7","remove","312","312","41573","1","26","17","26","","41773","1","",""
"K","2","60.3","1.6","remove","313","313","41573","1","62","45","46","","41773","1","",""
"K","2","66.2","1.7","control","314","314","41573","1","35","22","29","","41773","1","",""
"K","2","72.8","2","control","315","315","41573","1","54","39","25","","41773","1","",""
"K","2","77.1","1.5","control","316","316","41573","1","26","21","18","","41773","1","",""
"K","2","83.3","2.3","remove","317","317","41573","1","88","57","45","","41773","1","",""
"K","2","90.6","2.9","remove","318","318","41573","1","32","22","25","","41773","1","",""
"K","2","96.3","2.5","remove","319","319","41573","1","89","114","46","","41773","1","",""
"K","4","5","-0.5","remove","672","672","41573","0","","","","","41773","NA","",""
"K","4","5","0.5","control","673","673","41573","0","","","","","41773","NA","",""
"K","4","15","0.5","remove","675","675","41573","0","","","","","41773","NA","",""
"K","4","25","-0.5","remove","676","676","41573","0","","","","","41773","1","",""
"K","4","35","-0.5","control","678","678","41573","1","3","2","6","","41773","NA","",""
"K","4","37","0.5","control","479","479","41573","0","","","","","41773","NA","",""
"K","4","55","-0.5","remove","682","682","41573","1","3","3","5","","41773","1","",""
"K","4","65","-0.5","control","684","684","41573","1","3","3","7","","41773","1","",""
"K","4","95","0.5","remove","691","691","41573","1","3","2","4","","41773","1","",""
"K","4","97","-0.5","control","490","490","41573","3","1","1","4","Only 2 leaves left","41773","0","probably dead",""
"L","4","6.3","0.6","remove","368","368","41588","1","59","40","58","","41775","1","",""
"L","4","12.3","0","control","369","369","41588","1","62","69","55","","41775","1","",""
"L","4","17.5","0.5","control","370","370","41588","1","26","18","26","","41775","1","",""
"L","4","24","0.8","control","371","371","41588","1","112","86","51","","41775","1","",""
"L","4","30.1","0.5","remove","372","372","41588","1","38","19","26","","41775","1","",""
"L","4","38.6","1.1","control","373","373","41588","1","122","98","57","","41775","1","",""
"L","4","41.4","1.5","remove","374","374","41588","1","5","7","14","","41775","1","",""
"L","4","49","0.3","remove","375","375","41588","1","85","103","49","","41775","1","",""
"L","4","53.7","0.3","control","376","376","41588","1","40","29","38","","41775","1","",""
"L","4","60.3","0.6","remove","377","377","41588","1","130","180","73","","41775","1","",""
"L","4","66.6","-1","control","378","378","41588","1","20","10","17","","41775","1","",""
"L","4","72","-0.7","remove","379","379","41588","1","37","32","36","","41775","1","",""
"L","4","78.5","-0.1","control","380","380","41588","1","30","23","25","","41775","1","",""
"L","4","80.4","2.9","remove","381","381","41588","1","62","44","45","","41775","1","",""
"L","4","89.5","-0.9","remove","382","382","41588","1","33","14","26","","41775","1","",""
"L","4","95.9","-0.2","remove","383","383","41588","1","40","44","26","","41775","1","",""
"L","3","4.2","0.1","control","336","336","41575","1","2","1","4","","41775","1","",""
"L","3","14.9","-4.3","control","337","337","41575","1","3","2","6","","41775","0","dry gray broken",""
"L","3","15.8","-3.3","control","338","338","41575","1","4","6","6","","41775","1","",""
"L","3","19.2","-2.3","control","339","339","41575","3","1","1","7","","41775","0","dry no lvs",""
"L","3","20.7","-0.7","remove","340","340","41575","1","3","3","3","","41775","1","",""
"L","3","23.1","-3.9","control","341","341","41575","1","4","3","9","","41775","1","",""
"L","3","24.9","2.2","control","342","342","41575","1","4","3","8","","41775","0","no lvs",""
"L","3","25.5","0.9","control","343","343","41575","1","4","4","11","","41775","1","",""
"L","3","26.5","-3.1","remove","344","344","41575","1","4","3","11","","41775","0","dry gray",""
"L","3","27.6","-2.8","control","345","345","41575","1","2","2","4","","41775","1","",""
"L","3","29.7","-0.6","control","346","346","41575","1","4","5","8","","41775","1","",""
"L","3","30.7","-0.1","control","348","348","41575","1","2","1","4","","41775","1","",""
"L","3","31.2","-0.7","remove","347","347","41575","1","6","5","12","","41775","1","",""
"L","3","33.8","3.6","control","349","349","41575","1","3","3","6","stepped on","41775","1","",""
"L","3","34.1","2.2","remove","350","350","41575","1","1","1","2","","41775","0","no lvs",""
"L","3","39.9","0.8","remove","352","352","41575","1","2","1","6","","41775","0","dry gray",""
"L","3","42.6","-1","remove","354","354","41575","1","4","4","9","","41775","1","x-positions off",""
"L","3","45.5","4.7","remove","355","355","41575","1","3","3","6","","41775","1","x-positions off",""
"L","3","49.8","1","remove","356","356","41575","1","3","2","5","","41775","1","x-positions off",""
"L","3","53.1","2","remove","357","357","41575","1","1","1","4","","41775","1","x-positions off",""
"L","3","57.1","-2.6","control","358","358","41575","1","4","3","7","","41775","1","x-positions off",""
"L","3","58.6","-3.5","remove","359","359","41575","1","3","2","5","","41775","1","x-positions off",""
"L","3","58.9","-2.8","remove","360","360","41575","1","4","3","6","","41775","1","x-positions off",""
"L","3","59.8","-3.5","control","361","361","41575","1","2","2","5","","41775","0","dry gray",""
"L","3","67.8","1","control","362","362","41575","1","1","2","4","","41775","1","x-positions off",""
"L","3","70.3","2","remove","363","363","41575","1","2","2","7","","41775","1","x-positions off",""
"L","3","72.7","-2.5","remove","365","365","41575","1","2","1","3","","41775","1","x-positions off",""
"L","3","74.8","-3","remove","366","366","41575","1","2","1","7","","41775","1","x-positions off",""
"L","3","77.5","-1.4","control","367","367","41575","1","1","1","3","","41775","0","dry gray",""
"L","2","6.2","-0.5","remove","384","384","41575","1","47","28","39","","41775","1","",""
"L","2","10.8","-0.8","remove","385","385","41575","1","64","59","49","","41775","1","",""
"L","2","17.6","0.9","control","386","386","41575","1","11","9","19","","41775","1","",""
"L","2","23.1","-1.8","control","387","387","41575","1","101","90","60","","41775","1","",""
"L","2","29.3","0","remove","388","388","41575","1","27","20","35","infls. Eaten","41775","1","",""
"L","2","35.7","-0.4","control","389","389","41575","1","66","55","67","","41775","1","",""
"L","2","42.6","-0.1","control","390","390","41575","1","6","5","34","","41775","1","small hidden under larger plant",""
"L","2","47.2","0","remove","391","391","41575","1","70","54","60","","41775","1","x-positions off",""
"L","2","53.9","1.1","control","392","392","41575","1","24","19","28","","41775","1","x-positions off",""
"L","2","57.3","-0.9","remove","393","393","41575","1","65","82","55","","41775","1","x-positions off",""
"L","2","65.7","-0.4","remove","394","394","41575","1","36","10","27","","41775","1","top dead",""
"L","2","70.5","0.1","control","395","395","41575","1","57","27","35","","41775","1","x-positions off",""
"L","2","77.2","-0.1","control","396","396","41575","1","31","15","34","many sterile infls.","41775","1","x-positions off",""
"L","2","81","-0.2","control","397","397","41575","1","66","47","48","","41775","1","x-positions off",""
"L","2","90.4","-0.3","remove","398","398","41575","1","7","7","9","","41775","1","",""
"L","2","97","-1","control","399","399","41575","1","81","52","41","","41775","1","",""
"L","5","5","0.5","remove","773","773","41575","1","2","2","5","","41775","0","dry gray",""
"L","5","7","0.5","remove","573","573","41575","1","3","2","5","","41775","0","dry no lvs",""
"L","5","15","0.5","control","775","775","41575","1","2","1","6","","41775","1","",""
"L","5","17","-0.5","remove","574","574","41575","1","2","1","4","","41775","0","",""
"L","5","25","-0.5","control","776","776","41575","1","3","2","5","","41775","1","",""
"L","5","25","0.5","remove","777","777","41575","1","3","2","6","","41775","1","",""
"L","5","27","0.5","remove","577","577","41575","1","4","3","7","","41775","0","dry no lvs",""
"L","5","35","-0.5","remove","778","778","41575","1","1","1","4","","41775","1","",""
"L","5","35","0.5","control","779","779","41575","1","3","2","5","","41775","1","",""
"L","5","37","-0.5","remove","578","578","41575","1","4","2","6","","41775","1","",""
"L","5","37","0.5","control","579","579","41575","1","4","2","5","","41775","1","",""
"L","5","45","-0.5","remove","780","780","41575","1","1","1","4","","41775","1","",""
"L","5","45","0.5","control","781","781","41575","1","3","2","5","","41775","1","",""
"L","5","47","-0.5","control","580","580","41575","1","3","3","4","","41775","1","",""
"L","5","47","0.5","remove","581","581","41575","1","3","2","5","","41775","1","",""
"L","5","55","-0.5","control","782","782","41575","1","3","4","6","","41775","1","",""
"L","5","55","0.5","remove","783","783","41575","1","4","3","6","","41775","1","",""
"L","5","58","-0.5","control","582","582","41575","1","2","2","4","","41775","1","",""
"L","5","58","0.5","remove","583","583","41575","1","3","3","5","","41775","1","",""
"L","5","65","-0.5","remove","784","784","41575","1","2","2","4","","41775","1","",""
"L","5","65","0.5","control","785","785","41575","1","3","3","5","","41775","1","",""
"L","5","67","-0.5","remove","584","584","41575","1","4","4","8","","41775","1","",""
"L","5","67","0.5","control","585","585","41575","1","3","1","7","","41775","0","dry no lvs",""
"L","5","75","-0.5","control","786","786","41575","1","3","2","7","","41775","1","",""
"L","5","75","0.5","remove","787","787","41575","1","3","2","6","","41775","1","",""
"L","5","78","-0.5","remove","586","586","41575","1","3","3","6","","41775","1","",""
"L","5","78","0.5","control","587","587","41575","3","4","4","6","","41775","0","dry lvs falling off",""
"L","5","85","-0.5","remove","788","788","41575","1","2","2","4","","41775","1","",""
"L","5","85","0.5","control","789","789","41575","1","4","3","4","","41775","1","",""
"L","5","87","-0.5","control","588","588","41575","1","2","2","6","","41775","0","dry gray",""
"L","5","87","0.5","remove","589","589","41575","1","3","2","6","","41775","0","dry gray",""
"L","5","95","-0.5","remove","790","790","41575","1","1","1","4","","41775","0","dry no lvs",""
"L","5","95","0.5","control","791","791","41575","1","3","3","4","","41775","1","",""
"L","5","97","-0.5","control","590","590","41575","1","3","3","5","","41775","1","",""
"L","5","97","0.5","remove","591","591","41575","1","2","2","4","","41775","1","",""
"M","2","1.6","-3","control","400","400","41574","1","1","4","4","","41773","1","browsed","1"
"M","2","3.7","-1.7","control","401","401","41574","1","3","3","6","","41773","1","frost heave",""
"M","2","6.5","-2.6","control","402","402","41574","1","2","1","5","","41773","1","browsed resprouting","1"
"M","2","14.1","1","remove","403","403","41574","1","3","3","8","","41773","1","browsed","1"
"M","2","17.1","-1.5","remove","404","404","41574","1","1","1","7","","41773","0","pulled up ",""
"M","2","17.5","-4","remove","405","405","41574","3","3","3","7","","41773","0","dry no lvs",""
"M","2","27.5","2.5","remove","406","406","41574","1","2","1","5","","41773","1","",""
"M","2","30","1.5","remove","407","407","41574","1","4","3","5","","41773","1","",""
"M","2","43.9","-0.3","control","409","409","41574","1","2","2","5","","41773","1","",""
"M","2","47.5","0.2","remove","410","410","41574","0","","","","Eaten","41773","0","no lvs",""
"M","2","47.8","-0.5","remove","411","411","41574","0","","","","Eaten","41773","0","dry no lvs",""
"M","2","54.5","-0.8","control","412","412","41574","0","","","","Eaten","41773","NA","",""
"M","2","57.4","3.3","control","414","414","41574","1","2","2","9","","41773","0","browsed no lvs","1"
"M","2","57.7","1.2","remove","413","413","41574","0","","","","bark stripped or chewed off","41773","NA","",""
"M","2","77.5","0.2","control","415","415","41574","1","2","2","6","","41773","1","browsed","1"
"M","3","5.9","-0.4","control","416","416","41574","1","16","12","33","","41773","1","",""
"M","3","12.4","-0.5","control","417","417","41574","1","82","49","54","","41773","1","",""
"M","3","18.1","0","remove","418","418","41574","1","32","29","56","","41773","1","",""
"M","3","24.7","-0.1","remove","419","419","41574","1","140","106","73","","41773","1","",""
"M","3","30.1","-0.1","remove","420","420","41574","1","35","29","54","","41773","1","",""
"M","3","36.5","-0.3","remove","421","421","41574","1","145","66","54","","41773","1","",""
"M","3","42","0.1","remove","422","422","41574","0","","","","","41773","NA","",""
"M","3","47.9","0.1","control","423","423","41574","1","61","45","65","","41773","1","",""
"M","3","54.3","-0.7","control","424","424","41574","1","5","5","13","","41773","1","",""
"M","3","60.7","-0.4","control","425","425","41574","1","76","49","67","","41773","1","",""
"M","3","65.8","-0.1","control","426","426","41574","1","14","15","33","","41773","1","",""
"M","3","71.8","0.3","remove","427","427","41574","1","78","46","75","","41773","1","",""
"M","3","78.3","0","remove","428","428","41574","1","40","23","53","","41773","0","",""
"M","3","84.1","0.1","control","429","429","41574","1","57","61","74","","41773","1","",""
"M","3","95.9","0.6","remove","431","431","41574","1","55","57","70","","41773","1","",""
"M","4","5","-0.5","control","712","712","41574","1","3","3","6","","41773","1","",""
"M","4","7","-0.5","control","512","512","41574","1","3","3","6","","41773","1","",""
"M","4","7","0.5","remove","513","513","41574","1","3","2","5","","41773","1","",""
"M","4","15","-0.5","control","714","714","41574","1","4","3","6","","41773","1","",""
"M","4","15","0.5","remove","715","715","41574","1","","","","Eaten","41773","1","browsed resprouting back to life","1"
"M","4","17","-0.5","remove","514","514","41574","1","2","1","3","","41773","1","browsed","1"
"M","4","17","0.5","control","515","515","41574","1","2","2","5","","41773","1","browsed","1"
"M","4","25","-0.5","control","716","716","41574","3","1","1","4","","41773","0","dry no lvs",""
"M","4","25","0.5","remove","717","717","41574","0","","","","Eaten","41773","0","no lvs",""
"M","4","27","-0.5","remove","516","516","41574","1","3","3","5","","41773","1","browsed","1"
"M","4","27","0.5","control","517","517","41574","1","1","1","4","","41773","0","dry no lvs",""
"M","4","35","-0.5","control","718","718","41574","0","","","","Eaten","41773","0","no lvs",""
"M","4","35","0.5","remove","719","719","41574","1","3","1","5","","41773","3","browsed still flxble ","1"
"M","4","37","0.5","control","519","519","41574","1","2","2","4","","41773","1","",""
"M","4","45","0.5","remove","721","721","41574","0","","","","LT","41773","0","browsed","1"
"M","4","47","-0.5","control","520","520","41574","1","3","2","4","","41773","0","dry no lvs",""
"M","4","47","0.5","remove","521","521","41574","1","2","2","6","","41773","1","browsed resprouting ","1"
"M","4","57","-0.5","control","522","522","41574","3","2","1","4","","41773","0","browsed no lvs","1"
"M","4","65","-0.5","remove","724","724","41574","0","","","","Eaten","41773","0","no lvs",""
"M","4","65","0.5","control","725","725","41574","1","3","2","6","","41773","1","browsed resprouting","1"
"M","4","67","-0.5","remove","524","524","41574","1","1","2","5","","41773","1","",""
"M","4","67","0.5","control","525","525","41574","1","3","2","4","","41773","1","",""
"M","4","75","0.5","control","727","727","41574","1","2","2","4","","41773","1","browsed resprouting","1"
"M","4","77","-0.5","control","526","526","41574","0","","","","plant dug up","41773","NA","",""
"M","4","77","0.5","remove","527","527","41574","1","3","3","9","","41773","1","",""
"M","4","84","-0.5","control","728","728","41574","3","2","2","5","","41773","0","dry gray",""
"M","4","87","-0.5","control","528","528","41574","1","2","2","5","","41773","1","healthy! ",""
"M","4","87","0.5","remove","529","529","41574","3","3","2","6","","41773","3","browsed no lvs","1"
"M","4","95","-0.5","control","730","730","41574","3","2","2","6","","41773","0","no lvs",""
"M","4","95","0.5","remove","731","731","41574","1","3","1","5","","41773","0","dry gray",""
"M","4","97","-0.5","control","530","530","41574","1","3","2","7","","41773","3","browsed still flxble ","1"
