"tag1","date","status","c1","c2","ch","stemd1","herbivory","notes"
1053,"2014-10-30",1,4,3,6,2,0,""
1053,"2015-02-19",1,NA,NA,NA,NA,0,NA
1053,"2015-03-27",1,NA,NA,NA,NA,0,NA
1053,"2015-05-28",0,NA,NA,NA,1.5,NA,""
1052,"2014-10-30",1,3,2,3,1.6,0,""
1052,"2015-02-19",0,NA,NA,NA,NA,0,NA
1052,"2015-03-27",1,NA,NA,NA,NA,0,NA
1052,"2015-05-28",0,NA,NA,NA,1.1,NA,""
1058,"2014-10-30",1,4,3,4,1.8,0,""
1058,"2015-02-19",1,NA,NA,NA,NA,0,NA
1058,"2015-03-27",1,NA,NA,NA,NA,0,NA
1058,"2015-05-28",1,5,4,5,2.2,NA,""
1059,"2014-10-30",1,2,1,2,1,0,""
1059,"2015-02-19",1,NA,NA,NA,NA,0,NA
1059,"2015-03-27",1,NA,NA,NA,NA,0,NA
1059,"2015-05-28",1,3,3,6,1.8,NA,""
1055,"2014-10-30",1,4,4,5,2.7,0,""
1055,"2015-02-19",1,NA,NA,NA,NA,0,NA
1055,"2015-03-27",1,NA,NA,NA,NA,0,NA
1055,"2015-05-28",0,NA,NA,NA,1.5,NA,""
1054,"2014-10-30",1,3,3,3,1.7,0,""
1054,"2015-02-19",1,NA,NA,NA,NA,0,NA
1054,"2015-03-27",1,NA,NA,NA,NA,0,NA
1054,"2015-05-28",1,4,3,3,2.1,NA,""
1064,"2014-11-04",1,2,2,4,1.5,1,"already browsed"
1064,"2015-03-20",3,NA,NA,NA,NA,1,NA
1064,"2015-06-05",1,4,2,5,2.2,NA,""
1065,"2014-11-04",1,2,3,7,2.4,1,"already browsed"
1065,"2015-03-20",3,NA,NA,NA,NA,1,NA
1065,"2015-06-05",0,NA,NA,NA,2.1,NA,""
1069,"2014-11-04",1,4,3,4,1.8,1,"already browsed"
1069,"2015-03-20",0,NA,NA,NA,NA,1,NA
1069,"2015-06-05",0,NA,NA,NA,NA,NA,"no stem"
1068,"2014-11-04",1,3,3,3,3.5,1,"already browsed"
1068,"2015-03-20",1,NA,NA,NA,NA,1,NA
1068,"2015-06-05",1,2,4,5,2.6,NA,""
1071,"2014-11-04",1,4,3,8,2,0,""
1071,"2015-03-20",1,NA,NA,NA,NA,1,NA
1071,"2015-06-05",1,2,2,7,1.8,NA,""
1074,"2014-11-04",1,1,1,4,1.5,1,"already browsed"
1074,"2015-03-20",1,NA,NA,NA,NA,1,NA
1074,"2015-06-05",1,2,2,4,1.6,NA,""
1075,"2014-11-04",1,2,3,4,1.4,0,""
1075,"2015-03-20",1,NA,NA,NA,NA,0,NA
1075,"2015-06-05",1,5,3,9,2,NA,""
1070,"2014-11-04",1,4,3,6,2.2,0,""
1070,"2015-03-20",3,NA,NA,NA,NA,0,NA
1070,"2015-06-05",0,NA,NA,NA,1.8,NA,""
1079,"2014-11-04",1,2,1,3,1.8,1,"already browsed"
1079,"2015-03-20",3,NA,NA,NA,NA,1,NA
1079,"2015-06-05",0,NA,NA,NA,1.3,NA,""
1078,"2014-11-04",1,1,1,2,2,1,"already browsed"
1078,"2015-03-20",3,NA,NA,NA,NA,1,NA
1078,"2015-06-05",0,NA,NA,NA,1.2,NA,""
1082,"2014-11-04",1,1,1,3,1.6,1,"already browsed"
1082,"2015-03-20",3,NA,NA,NA,NA,1,NA
1082,"2015-06-05",1,4,2,5,1.4,NA,""
1083,"2014-11-04",1,1,1,1,1.8,1,"already browsed"
1083,"2015-03-20",3,NA,NA,NA,NA,1,NA
1083,"2015-06-05",1,4,2,4,1.8,NA,""
1088,"2014-11-04",1,2,3,3,1.6,1,"already browsed"
1088,"2015-03-20",1,NA,NA,NA,NA,1,NA
1088,"2015-06-05",1,2,3,5,1.3,NA,""
1089,"2014-11-04",1,3,1,2,1.6,1,"already browsed"
1089,"2015-03-20",1,NA,NA,NA,NA,1,NA
1089,"2015-06-05",1,3,2,4,1,NA,""
1092,"2014-11-04",1,4,5,6,1.9,0,""
1092,"2015-03-20",1,NA,NA,NA,NA,1,NA
1092,"2015-06-05",1,6,3,7,2.4,NA,""
1093,"2014-11-04",1,4,2,3,2,0,""
1093,"2015-03-20",1,NA,NA,NA,NA,0,NA
1093,"2015-06-05",1,2,1,6,2.2,NA,""
1100,"2014-11-04",1,3,3,4,2,0,""
1100,"2015-03-20",1,NA,NA,NA,NA,1,NA
1100,"2015-06-05",1,3,3,5,1.6,NA,""
1101,"2014-11-04",1,1,2,2,1.8,1,"already browsed"
1101,"2015-03-20",3,NA,NA,NA,NA,1,NA
1101,"2015-06-05",1,1,1,4,1.6,NA,""
1096,"2014-11-04",1,3,4,5,2.5,0,""
1096,"2015-03-20",1,NA,NA,NA,NA,0,NA
1096,"2015-06-05",1,5,4,7,3,NA,"fuzzy gall"
1097,"2014-11-04",1,3,1,3,2.1,0,""
1097,"2015-03-20",1,NA,NA,NA,NA,0,NA
1097,"2015-06-05",1,3,4,6,1.9,NA,""
1102,"2014-11-04",1,3,2,3,1.5,0,""
1102,"2015-03-20",1,NA,NA,NA,NA,1,NA
1102,"2015-06-05",1,2,3,3,1.4,NA,""
1103,"2014-11-04",1,3,2,3,2.1,0,""
1103,"2015-03-20",3,NA,NA,NA,NA,1,NA
1103,"2015-06-05",1,1,2,4,2,NA,""
1106,"2014-11-04",1,3,2,3,NA,1,"no central stem already browsed"
1106,"2015-03-20",3,NA,NA,NA,NA,1,NA
1106,"2015-06-05",1,2,1,3,NA,NA,"multistem"
1107,"2014-11-04",1,3,3,2,NA,0,"no central stem already browsed"
1107,"2015-03-20",3,NA,NA,NA,NA,1,NA
1107,"2015-06-05",1,3,3,3,NA,NA,"multistem"
1112,"2014-11-04",1,1,1,1,1.8,1,"already browsed"
1112,"2015-03-20",3,NA,NA,NA,NA,1,NA
1112,"2015-06-05",0,NA,NA,NA,1.1,NA,""
1113,"2014-11-04",1,4,3,2,NA,0,""
1113,"2015-03-20",1,NA,NA,NA,NA,1,NA
1113,"2015-06-05",1,3,1,7,NA,NA,"multistem"
1116,"2014-11-04",1,1,1,1,2.6,1,"already browsed"
1116,"2015-03-20",3,NA,NA,NA,NA,1,NA
1116,"2015-06-05",0,NA,NA,NA,1.7,NA,""
1117,"2014-11-04",1,1,1,1,1.6,1,"already browsed"
1117,"2015-03-20",3,NA,NA,NA,NA,1,NA
1117,"2015-06-05",0,NA,NA,NA,1.9,NA,""
1122,"2014-11-04",1,1,1,1,1.5,1,"already browsed"
1122,"2015-03-20",3,NA,NA,NA,NA,1,NA
1122,"2015-06-05",1,3,1,2,1.3,NA,""
1118,"2014-11-04",1,2,2,3,2.8,1,"already browsed"
1118,"2015-03-20",1,NA,NA,NA,NA,1,NA
1118,"2015-06-05",1,5,2,4,2.8,NA,""
1119,"2014-11-04",1,1,1,1,2.3,1,"already browsed"
1119,"2015-03-20",3,NA,NA,NA,NA,1,NA
1119,"2015-06-05",1,2,2,2,2.2,NA,""
1123,"2014-11-04",1,2,2,2,1.8,1,"already browsed"
1123,"2015-03-20",3,NA,NA,NA,NA,1,NA
1123,"2015-06-05",0,NA,NA,NA,1.3,NA,""
1128,"2014-11-04",1,5,5,5,2.2,0,""
1128,"2015-03-19",1,NA,NA,NA,NA,0,NA
1128,"2015-06-04",1,5,5,7,3.5,NA,""
1129,"2014-11-04",1,5,4,6,2.7,0,""
1129,"2015-03-19",1,NA,NA,NA,NA,0,NA
1129,"2015-06-04",1,6,5,7,3,NA,""
1130,"2014-11-04",1,4,4,5,2.5,0,""
1130,"2015-03-19",1,NA,NA,NA,NA,0,NA
1130,"2015-06-04",1,3,2,5,2.3,NA,""
1131,"2014-11-04",1,3,3,4,2,0,""
1131,"2015-03-19",1,NA,NA,NA,NA,0,NA
1131,"2015-06-04",1,3,5,7,2,NA,""
1136,"2014-11-04",1,4,5,5,3,0,""
1136,"2015-03-19",1,NA,NA,NA,NA,0,NA
1136,"2015-06-04",1,2,2,5,2.3,NA,""
1137,"2014-11-04",1,2,2,4,1.8,0,""
1137,"2015-03-19",1,NA,NA,NA,NA,0,NA
1137,"2015-06-04",1,3,4,6,2,NA,""
1138,"2014-11-04",1,4,4,6,2.4,0,""
1138,"2015-03-19",1,NA,NA,NA,NA,1,NA
1138,"2015-06-04",1,4,3,5,2.8,NA,""
1139,"2014-11-04",1,3,4,6,2.6,0,""
1139,"2015-03-19",1,NA,NA,NA,NA,0,NA
1139,"2015-06-04",1,6,4,8,3,NA,""
1142,"2014-11-04",1,4,3,6,1.7,0,""
1142,"2015-03-19",1,NA,NA,NA,NA,0,NA
1142,"2015-06-04",1,4,3,7,1.7,NA,""
1148,"2014-11-04",1,6,4,6,3,0,""
1148,"2015-03-19",3,NA,NA,NA,NA,1,NA
1148,"2015-06-04",1,2,3,5,3.5,NA,""
1149,"2014-11-04",1,3,3,5,2.4,0,""
1149,"2015-03-19",1,NA,NA,NA,NA,0,NA
1149,"2015-06-04",1,4,4,5,2.6,NA,""
1143,"2014-11-04",1,1,2,5,2,0,""
1143,"2015-03-19",3,NA,NA,NA,NA,1,NA
1143,"2015-06-04",0,NA,NA,NA,1.2,NA,""
1152,"2014-11-04",1,5,4,6,2.5,0,""
1152,"2015-03-19",1,NA,NA,NA,NA,1,NA
1152,"2015-06-04",1,4,5,6,4,NA,""
1153,"2014-11-04",1,2,3,4,2.1,0,""
1153,"2015-03-19",1,NA,NA,NA,NA,1,NA
1153,"2015-06-04",1,4,4,6,2.3,NA,""
1154,"2014-11-04",1,3,3,6,1,0,""
1154,"2015-03-19",1,NA,NA,NA,NA,1,NA
1154,"2015-06-04",1,4,2,7,1.2,NA,""
1155,"2014-11-04",1,2,3,4,1.5,0,""
1155,"2015-03-19",1,NA,NA,NA,NA,1,NA
1155,"2015-06-04",1,3,3,7,1.5,NA,""
1159,"2014-11-04",1,3,3,5,2.9,0,""
1159,"2015-03-19",3,NA,NA,NA,NA,1,NA
1159,"2015-06-04",1,2,2,5,2.6,NA,""
1164,"2014-11-04",1,2,4,5,2,0,""
1164,"2015-03-19",3,NA,NA,NA,NA,1,NA
1164,"2015-06-04",1,2,3,5,1.7,NA,""
1158,"2014-11-04",1,3,5,5,1.9,0,""
1158,"2015-03-19",1,NA,NA,NA,NA,1,NA
1158,"2015-06-04",0,NA,NA,NA,1.7,NA,""
1165,"2014-11-04",1,3,2,3,1.6,0,""
1165,"2015-03-19",3,NA,NA,NA,NA,1,NA
1165,"2015-06-04",0,NA,NA,NA,1.1,NA,""
1166,"2014-11-04",1,2,4,6,1.7,0,""
1166,"2015-03-19",1,NA,NA,NA,NA,0,NA
1166,"2015-06-04",1,5,3,9,2,NA,""
1167,"2014-11-04",1,3,2,3,2,0,""
1167,"2015-03-19",1,NA,NA,NA,NA,1,NA
1167,"2015-06-04",1,1,2,4,1.5,NA,""
1173,"2014-11-04",1,3,2,2,2.5,0,""
1173,"2015-03-19",3,NA,NA,NA,NA,1,NA
1173,"2015-06-04",1,2,3,4,2.2,NA,""
1172,"2014-11-04",1,3,3,6,2.3,0,""
1172,"2015-03-19",1,NA,NA,NA,NA,1,NA
1172,"2015-06-04",1,2,3,4,NA,NA,"multistem"
1176,"2014-11-04",1,1,1,4,1.1,0,""
1176,"2015-03-19",3,NA,NA,NA,NA,1,NA
1176,"2015-06-04",1,1,1,3,1,NA,""
1177,"2014-11-04",1,4,2,4,2.5,0,""
1177,"2015-03-19",1,NA,NA,NA,NA,1,NA
1177,"2015-06-04",1,3,2,4,1.7,NA,""
1178,"2014-11-04",1,3,2,3,2.3,0,""
1178,"2015-03-19",3,NA,NA,NA,NA,1,NA
1178,"2015-06-04",1,2,3,3,2.1,NA,""
1179,"2014-11-04",1,3,1,3,2.4,0,""
1179,"2015-03-19",3,NA,NA,NA,NA,1,NA
1179,"2015-06-04",0,NA,NA,NA,1.3,NA,""
1189,"2014-11-04",1,2,2,3,1.8,0,""
1189,"2015-03-19",1,NA,NA,NA,NA,0,NA
1189,"2015-06-04",1,4,2,6,2.4,NA,""
1188,"2014-11-04",1,2,4,4,1.7,0,""
1188,"2015-03-19",1,NA,NA,NA,NA,0,NA
1188,"2015-06-04",1,4,3,5,2.1,NA,"fuzzy gall"
1182,"2014-11-04",1,2,3,4,1.4,0,""
1182,"2015-03-19",3,NA,NA,NA,NA,1,NA
1182,"2015-06-04",0,NA,NA,NA,0.9,NA,""
1183,"2014-11-04",1,3,1,4,1.6,0,""
1183,"2015-03-19",1,NA,NA,NA,NA,0,NA
1183,"2015-06-04",1,3,2,4,2.1,NA,""
1192,"2014-11-05",1,5,3,5,2.5,0,""
1192,"2015-02-19",1,NA,NA,NA,NA,1,NA
1192,"2015-03-20",1,NA,NA,NA,NA,1,NA
1192,"2015-06-03",1,4,4,5,2.5,NA,""
1193,"2014-11-05",1,6,4,4,2.4,0,""
1193,"2015-02-19",1,NA,NA,NA,NA,1,NA
1193,"2015-03-20",3,NA,NA,NA,NA,1,NA
1193,"2015-06-03",1,3,2,3,2.8,NA,""
1196,"2014-11-05",1,3,2,3,1.7,0,""
1196,"2015-02-19",1,NA,NA,NA,NA,1,NA
1196,"2015-03-20",3,NA,NA,NA,NA,1,NA
1196,"2015-06-03",1,2,2,4,1.8,NA,""
1197,"2014-11-05",1,4,4,8,2.8,0,""
1197,"2015-02-19",1,NA,NA,NA,NA,1,NA
1197,"2015-03-20",1,NA,NA,NA,NA,1,NA
1197,"2015-06-03",0,NA,NA,NA,NA,NA,""
1204,"2014-11-05",1,3,2,3,2,0,""
1204,"2015-02-19",1,NA,NA,NA,NA,1,NA
1204,"2015-03-20",3,NA,NA,NA,NA,1,NA
1204,"2015-06-03",1,2,3,4,1.8,NA,""
1205,"2014-11-05",1,3,2,4,1.6,0,""
1205,"2015-02-19",3,NA,NA,NA,NA,1,NA
1205,"2015-03-20",3,NA,NA,NA,NA,1,NA
1205,"2015-06-03",0,NA,NA,NA,1.1,NA,""
1200,"2014-11-05",1,5,4,5,2.8,0,""
1200,"2015-02-19",NA,NA,NA,NA,NA,NA,NA
1200,"2015-03-20",3,NA,NA,NA,NA,1,NA
1200,"2015-06-03",0,NA,NA,NA,1.9,NA,"no leaves"
1201,"2014-11-05",1,3,4,4,2.1,0,""
1201,"2015-02-19",1,NA,NA,NA,NA,1,NA
1201,"2015-03-20",1,NA,NA,NA,NA,1,NA
1201,"2015-06-03",0,NA,NA,NA,1.6,NA,""
1210,"2014-11-05",1,3,2,6,3.3,0,""
1210,"2015-02-19",1,NA,NA,NA,NA,1,NA
1210,"2015-03-20",1,NA,NA,NA,NA,1,NA
1210,"2015-06-03",1,2,2,8,3.7,NA,""
1211,"2014-11-05",1,3,2,4,2.3,0,""
1211,"2015-02-19",1,NA,NA,NA,NA,0,NA
1211,"2015-03-20",1,NA,NA,NA,NA,0,NA
1211,"2015-06-03",1,4,4,6,2.6,NA,""
1214,"2014-11-05",1,3,2,5,1.5,0,""
1214,"2015-02-19",1,NA,NA,NA,NA,1,NA
1214,"2015-03-20",1,NA,NA,NA,NA,1,NA
1214,"2015-06-03",1,3,2,4,1.6,NA,""
1215,"2014-11-05",1,4,4,7,2.1,0,""
1215,"2015-02-19",1,NA,NA,NA,NA,1,NA
1215,"2015-03-20",1,NA,NA,NA,NA,1,NA
1215,"2015-06-03",1,2,3,6,1.7,NA,""
1220,"2014-11-05",1,3,1,4,1.6,0,""
1220,"2015-02-19",1,NA,NA,NA,NA,1,NA
1220,"2015-03-20",1,NA,NA,NA,NA,1,NA
1220,"2015-06-03",1,3,2,3,2.1,NA,""
1221,"2014-11-05",1,5,3,7,2.8,0,""
1221,"2015-02-19",1,NA,NA,NA,NA,1,NA
1221,"2015-03-20",1,NA,NA,NA,NA,1,NA
1221,"2015-06-03",1,5,3,6,2,NA,""
1217,"2014-11-05",1,4,2,5,2.2,0,""
1217,"2015-02-19",1,NA,NA,NA,NA,1,NA
1217,"2015-03-20",1,NA,NA,NA,NA,1,NA
1217,"2015-06-03",1,4,3,8,2.4,NA,""
1216,"2014-11-05",1,3,2,4,2,0,""
1216,"2015-02-19",1,NA,NA,NA,NA,NA,NA
1216,"2015-03-20",1,NA,NA,NA,NA,0,NA
1216,"2015-06-03",1,5,3,6,2,NA,""
1222,"2014-11-05",1,2,2,4,1.5,0,""
1222,"2015-02-19",1,NA,NA,NA,NA,1,NA
1222,"2015-03-20",3,NA,NA,NA,NA,1,NA
1222,"2015-06-03",1,1,1,3,1.3,NA,""
1223,"2014-11-05",1,2,2,4,1.5,0,""
1223,"2015-02-19",NA,NA,NA,NA,NA,NA,NA
1223,"2015-03-20",3,NA,NA,NA,NA,1,NA
1223,"2015-06-03",0,NA,NA,NA,1.2,NA,""
1226,"2014-11-05",1,5,2,6,2.8,0,""
1226,"2015-02-19",1,NA,NA,NA,NA,0,NA
1226,"2015-03-20",1,NA,NA,NA,NA,0,NA
1226,"2015-06-03",1,6,3,8,3,NA,""
1227,"2014-11-05",1,2,2,2,1.6,0,""
1227,"2015-02-19",1,NA,NA,NA,NA,0,NA
1227,"2015-03-20",1,NA,NA,NA,NA,0,NA
1227,"2015-06-03",1,3,2,6,1.9,NA,""
1231,"2014-11-05",1,3,2,3,2,0,""
1231,"2015-02-19",1,NA,NA,NA,NA,1,NA
1231,"2015-03-20",1,NA,NA,NA,NA,1,NA
1231,"2015-06-03",1,2,2,4,2,NA,""
1235,"2014-11-05",1,3,2,5,1.6,0,""
1235,"2015-02-19",1,NA,NA,NA,NA,0,NA
1235,"2015-03-20",1,NA,NA,NA,NA,1,NA
1235,"2015-06-03",1,2,1,3,1.2,NA,""
1234,"2014-11-05",1,2,3,3,1.8,0,""
1234,"2015-02-19",1,NA,NA,NA,NA,1,NA
1234,"2015-03-20",1,NA,NA,NA,NA,1,NA
1234,"2015-06-03",1,3,3,5,2,NA,""
1230,"2014-11-05",1,4,3,5,2.4,0,""
1230,"2015-02-19",1,NA,NA,NA,NA,0,NA
1230,"2015-03-20",1,NA,NA,NA,NA,0,NA
1230,"2015-06-03",1,5,4,7,2.5,NA,""
1245,"2014-11-05",1,3,3,4,1.9,0,""
1245,"2015-02-19",1,NA,NA,NA,NA,1,NA
1245,"2015-03-20",1,NA,NA,NA,NA,1,NA
1245,"2015-06-03",1,6,2,6,1.9,NA,""
1240,"2014-11-05",1,4,2,7,2.1,0,""
1240,"2015-02-19",1,NA,NA,NA,NA,1,NA
1240,"2015-03-20",3,NA,NA,NA,NA,1,NA
1240,"2015-06-03",1,2,2,7,1.6,NA,""
1241,"2014-11-05",1,2,2,4,1.6,0,""
1241,"2015-02-19",1,NA,NA,NA,NA,0,NA
1241,"2015-03-20",1,NA,NA,NA,NA,0,NA
1241,"2015-06-03",1,2,1,3,1.6,NA,""
1244,"2014-11-05",1,6,3,4,2.4,0,""
1244,"2015-02-19",1,NA,NA,NA,NA,1,NA
1244,"2015-03-20",1,NA,NA,NA,NA,1,NA
1244,"2015-06-03",1,3,4,5,2.6,NA,""
1248,"2014-11-05",1,3,3,6,1.6,0,""
1248,"2015-02-19",1,NA,NA,NA,NA,1,NA
1248,"2015-03-20",3,NA,NA,NA,NA,1,NA
1248,"2015-06-03",0,NA,NA,NA,1.2,NA,""
1249,"2014-11-05",1,4,4,5,2,0,""
1249,"2015-02-19",1,NA,NA,NA,NA,1,NA
1249,"2015-03-20",3,NA,NA,NA,NA,1,NA
1249,"2015-06-03",1,3,2,4,1.9,NA,""
1252,"2014-11-05",1,2,2,3,1.5,0,""
1252,"2015-02-19",NA,NA,NA,NA,NA,NA,NA
1252,"2015-03-20",1,NA,NA,NA,NA,1,NA
1252,"2015-06-03",1,2,1,2,2,NA,""
1253,"2014-11-05",1,4,3,4,1.9,0,""
1253,"2015-02-19",1,NA,NA,NA,NA,1,NA
1253,"2015-03-20",3,NA,NA,NA,NA,1,NA
1253,"2015-06-03",0,NA,NA,NA,1.5,NA,""
